Disciplina;titulo;taxonomia;tema;descricao;keywords
Ciências;9º ano - Unidade 6;pdf_guia_apc_mt_sa9_u06.pdf;Energia;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados à  energia.;Transformações de energia, química, elétrica, cinética, eletricidade, eólica
Ciências;9º ano - Unidade7;pdf_guia_apc_mt_sa9_u07.pdf;Temperatura;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados ao calor e temperatura.;Temperatura, calor, termômetro, 
Ciências;9º ano - Unidade 8;pdf_guia_apc_mt_sa9_u08.pdf;Som e Luz;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados  ao som e luz.;Som, luz, fibra óptica, onda
Ciências;9º ano - Unidade 9;pdf_guia_apc_mt_sa9_u09.pdf;Eletricidade e magnetismo;Sugestões de atividades e questões que complementam e aprofundam conteúdos relacionados à eletricidade e magnetismo.;Eletricidade, magnetismo, imã, cargas 
História;6º ano - Unidade 5;pdf_guia_aph_lc6_u05_2.pdf;Texto 2: De Napata a Méroe;Texto sobre a transferência da capital núbia de Napata para Méroe.;Napata, Méroe , leitura complementar, unidade 5, 6 ano
História;6º ano - Unidade 6;pdf_guia_aph_lc6_u06.pdf;O alfabeto fenício;Texto sobre o papel central que o alfabeto fenício desempenhou na origem de outras formas de escrita no Oriente antigo. Acompanha sugestões de leitura.;Leitura complementar, alfabeto fenício, Oriente médio, unidade 6, 6 ano, escrita hebraica, aramaica
História;6º ano - Unidade 7;pdf_guia_aph_lc6_u07.pdf;As origens do pensamento grego;Texto sobre a Gécia antiga. Trata-se das origens do pensamento grego.;Leitura complementar, Grécia antiga, pensamento grego, filosofia, os gregos e a educação, unidade 7, 6 ano
História;6º ano - Unidade 8;pdf_guia_aph_lc6_u08_1.pdf;Texto 1: A civilização clássica e o trabalho escravo.;Texto discute a relação entre a economia rural de base escravista e a vida urbana.;Leitura complementar, escravidão romana, Roma antiga, unidade 8, 6 ano
História;6º ano - Unidade 8;pdf_guia_aph_lc6_u08_2.pdf;Texto 2: A escravidão na Roma Antiga;Texto apresenta uma análise mais recente a respeito do papel da escravidão na Roma Antiga.;Roma Antiga, escravidão, unidade 8, 6 ano
História;6º ano - Unidade 9;pdf_guia_aph_lc6_u09_1.pdf;Texto 1: Os clientes e mulheres na Roma imperial.;Textos trata dos clientes e das mulheres em Roma, foi extraído da obra Roma no apogeu do império, do historiador e geógrafo Jérome Carcopino.;Leitura complementar, unidade 9, 6 ano, Roma antiga, plebe mulheres na Roma Imperial
História;6º ano - Unidade 9;pdf_guia_aph_lc6_u09_2.pdf;Texto 2: A dura vida da plebe de Roma;Texto discute a falta de sustentação da ideia, muito difundida na historigrafia, de uma peble ociosa, na Roma Antiga, mantida pelas provisões do Estado.;Roma, dura vida da plebe, Roma antiga, unidade 9, 6 ano
Geografia;Revisão da unidade 1-2;/geo-atividade6-un1-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 1-3;/geo-atividade6-un1-3;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 2-2;/geo-atividade6-un2-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 3-2;/geo-atividade6-un3-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 4-2;/geo-atividade6-un4-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 5-2;/geo-atividade6-un5-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6-2;/geo-atividade6-un6-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 7-2;/geo-atividade6-un7-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 8-2;/geo-atividade6-un8-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 9-2;/geo-atividade6-un9-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 1.2;/geo-atividade7-un1-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 2.2;/geo-atividade7-un2-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 3.2;/geo-atividade7-un3-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 4.2;/geo-atividade7-un4-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 5.2;/geo-atividade7-un5-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.2;/geo-atividade7-un6-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.3;/geo-atividade7-un6-3;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.4;/geo-atividade7-un6-4;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.5;/geo-atividade7-un6-5;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.6;/geo-atividade7-un6-6;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 7.2;/geo-atividade7-un7-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 8.2;/geo-atividade7-un8-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 9.2;/geo-atividade7-un9-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 1.2;/geo-atividade8-un1-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 2.2;/geo-atividade8-un2-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 3.2;/geo-atividade8-un3-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 4.2;/geo-atividade8-un4-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 5.2;/geo-atividade8-un5-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.2;/geo-atividade8-un6-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 7.2;/geo-atividade8-un7-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 8.2;/geo-atividade8-un8-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 9.2;/geo-atividade8-un9-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 1.2;/geo-atividade9-un1-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 2.2;/geo-atividade9-un2-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 2.3;/geo-atividade9-un2-3;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 3.2;/geo-atividade9-un3-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 4.2;/geo-atividade9-un4-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 5.2;/geo-atividade9-un5-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 6.2;/geo-atividade9-un6-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 7.2;/geo-atividade9-un7-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 8.2;/geo-atividade9-un8-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Geografia;Revisão da unidade 9.2;/geo-atividade9-un9-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
História;Revisão da unidade 7.2;/hist-conhecimento8-un7-2;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
História;Revisão da unidade 7.3;/hist-conhecimento8-un7-3;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
História;Revisão da unidade 7.4;/hist-conhecimento8-un7-4;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
História;Revisão da unidade 7.5;/hist-conhecimento8-un7-5;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
História;Revisão da unidade 7.6;/hist-conhecimento8-un7-6;;Atividades interativas de revisão.;questão,  atividade, exercício, revisão
Ciências;6º ano - Unidade 3;ARA_PLUS_U3_CIE_6a_.pdf;;Sugestões de avaliação;terra, camadas, litosféricas, continentes, sísmicas, terremoto, tectônicas, minerais
Ciências;6º ano - Unidade 3 - Resposta;ARA_PLUS_U3_CIE_6a_resp.pdf;;Sugestões de avaliação;rocha, erupções, crosta, manto, núcleo, continente, litosférica, terremoto, reciclagem, ductilidade, dureza , brilho
Ciências;6º ano - Unidade 4;ARA_PLUS_U4_CIE_6.pdf;;Sugestões de avaliação;sedimentação, inteperismo, rochas, fertilizar, porosidade, solo, vegetação, desmatamento
Ciências;6º ano - Unidade 4 - resposta;ARA_PLUS_U4_CIE_6_resp.pdf;;Sugestões de avaliação;sedimentação, inteperismo, rochas, fertilizar, porosidade, solo, vegetação, desmatamento, plantio
Ciências;7º ano - Unidade 3;ARA_PLUS_U3_CIE_7a_e.pdf;;Sugestões de avaliação;biodiversidade, animais, árvore, filogenética, vertebrados, vírus, descontaminação, organismos, fungos, mutualística, doença, bactéria
Ciências;7º ano - Unidade 3 - Resposta;ARA_PLUS_U3_CIE_6a_resp.pdf;;Sugestões de avaliação;naturalistas, animais, vertebrado, equinodermo, bactéria, raízes, planta, água
Ciências;7º ano - Unidade 4;ARA_PLUS_U4_CIE_7.pdf;;Sugestões de avaliação;planeta, tecido, árvore, sequoias, vascular, cloroplastos, oxigênio, carbônico, gimnospermas, angiospermas
Ciências;7º ano - Unidade 4 - Resposta;ARA_PLUS_U4_CIE_7_resp.pdf;;Sugestões de avaliação;fotossíntese, cadeia, capilaridade, cloroplastos, clorofila, respiração, polinização, embrião, polinização
Ciências;8º ano - Unidade 3;ARA_PLUS_U3_CIE_8a_e.pdf;;Sugestões de avaliação;sanguíneos, vasos, hemácia, hemoglobina, cardíaco, circulação, sangue
Ciências;8º ano - unidade 3 - Resposta;ARA_PLUS_U3_CIE_8a_resp_e.pdf;;Sugestões de avaliação;plasma, coágulo, aids, anticorpos, vacinas, alimentação
Ciências;8º ano - Unidade 4;ARA_PLUS_U4_CIE_8.pdf;;Sugestões de avaliação;epiglote, respiratório, músculos, diafragma, respiração, pulmões, rim, urina.
Ciências;8º ano - Unidade 4 - Resposta;ARA_PLUS_U4_CIE_8_resp.pdf;;Sugestões de avaliação;faringe, laringe, epiglote, respiração, celular, carbônico, poluição
Ciências;9º ano - unidade 3;ARA_PLUS_U3_CIE_9a_.pdf;;Sugestões de avaliação;simples, composta, mistura, fases, soluto, solvente, soluto, homogênea, heterogênea, separação, aquecimento
Ciências;9º ano - Unidade 3 - Resposta;ARA_PLUS_U3_CIE_9a_resp.pdf;;Sugestões de avaliação;mistura, substância, simples, composta, homogênea, heterogênea, densidade
Biologia;9º ano - Unidade 3;ARA_PLUS_U3_CIE_9a_bio_e.pdf;;Sugestões de avaliação;biótico, abiótico, população, alimentar, trófico, energia
Biologia;9º ano - Unidade 3 - Resposta;ARA_PLUS_U3_CIE_9a_bio_resp_e.pdf;;Sugestões de avaliação;biótico, abiótico, população, alimentar, trófico, energia, oceânicas, relevo
Ciências;9º ano - Unidade 4;ARA_PLUS_U4_CIE_9.pdf;;Sugestões de avaliação;orgânica, inorgânica, ácidos, base, pH, escala, endotérmica, exotérmica, balanceamento, coeficientes, reação, massa
Ciências;9º ano - Unidade 4 - Resposta;ARA_PLUS_U4_CIE_9_resp.pdf;;Sugestões de avaliação;orgânica, inorgânica, ácidos, base, pH, escala, endotérmica, exotérmica, balanceamento, coeficientes, reação, massa
Biologia;9º ano - Unidade 4;ARA_PLUS_U4_CIE_BIO_9.pdf;;Sugestões de avaliação;reprodução, assexuada, sexuada, gônadas, sanguínea, hormônios, homossexuais, copulador, ureta, esperma, gestação, hipófise, tóxica, espermatozoide, doença
Biologia;9º ano - Unidade 4 - Resposta;ARA_PLUS_U4_CIE_BIO_9_resp.pdf;;Sugestões de avaliação;reprodução, assexuada, sexuada, gônadas, sanguínea, hormônios, homossexuais, copulador, ureta, esperma, gestação, hipófise, tóxica, espermatozoide, doença
Geografia;6º ano - Unidade 3;ARA_PLUS_U3_GEO_6a_.pdf;;Sugestões de avaliação;superfície, terra, sol, rotação, translação, zonas, térmicas, Meridiano, Greenwich, geológico, placas, tectônicas, tsunami, Richter
Geografia;6º ano - Unidade 3 - Resposta;ARA_PLUS_U3_GEO_6a_resp.pdf;;Sugestões de avaliação;equinócio, solstício, inclinação, eixo, terrestre, zonas, térmicas, geológica
Geografia;6º ano - Unidade 4;ARA_PLUS_U4_GEO_6a_.pdf;;Sugestões de avaliação;crosta, continental, oceânica, proliferação, satélites, biosfera, oceanos, maré, preamar, potável, climáticas, sobrepesca
Geografia;6º ano - Unidade 4 - Resposta;ARA_PLUS_U4_GEO_6a_resp_e.pdf;;Sugestões de avaliação;crosta, continental, oceânica, proliferação, satélites, biosfera, oceanos, maré, preamar, potável, climáticas, sobrepesca, litosfera, europa, américa, áfrica, acidez
Geografia;7º ano - Unidade 3;ARA_PLUS_U3_GEO_7a_e.pdf;;Sugestões de avaliação;densidade, demográfica, litorâneas, natalidade, mortalidade, populacional, indígena, quilombolas, migração
Geografia;7º ano - Unidade 3 - Resposta;ARA_PLUS_U3_GEO_7a_resp.pdf;;Sugestões de avaliação;natalidade, mortalidade, pirâmide, educação, nordeste, migração
Geografia;7º ano - Unidade 4;ARA_PLUS_U4_GEO_7a_e.pdf;;Sugestões de avaliação;"metrópole, social, ambiental, impacto, industrialização, Kubitschek, agrária, vegetações,
nativas, agricultura, agropecuária, agrotóxicos"
Geografia;7º ano - Unidade 4 - Resposta;ARA_PLUS_U4_GEO_7a_resp_e.pdf;;Sugestões de avaliação;econômica, habitantes, política, transporte , comunicação, metropolitana, conurbadas, poluição, revolução, agrícola, agrotóxicos , fertilizantes
Geografia;8º ano - Unidade 3;ARA_PLUS_U3_GEO_8a_e.pdf;;Sugestões de avaliação;regionalização, desenvolvimento, desenvolvidos, subdesenvolvidos, industrializados, PIB, IDH, ONU, desertificação, áridas, semi-áridas, subúmidas, vulnerabilidade, anamórfico, carbono, impactos
Geografia;8º ano - Unidade 3 - Resposta;ARA_PLUS_U3_GEO_8a_resp_e.pdf;;Sugestões de avaliação;guerra, fria, econômicas, sociais, subdesenvolvidos, similaridade, econômico, hemisfério, PIB, desertificação, semiárido, agrícolas, aquíferos, anamorfose,
